timestamp,user_id,session_id,event_type,client_info_ip,client_info_user_agent,client_info_device,client_info_browser,client_info_os,client_info_viewport,client_info_language,page,referrer,report_type,date_range,export_format,generation_time_ms,performance_page_load_time_ms,performance_first_input_delay_ms,performance_first_contentful_paint_ms,interaction_depth_scroll_percentage,interaction_depth_time_on_page_seconds,interaction_depth_clicks,login_method,success,referral_id,referral_type,organization,search_query,search_results_count,search_filters_distance,search_filters_service_types
2025-03-30T23:13:12.358640,user_a5d92a79,sess-8e2b0b11,login,74.175.198.56,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),desktop,edge,android,375x812,en-US,/admin,https://communityresources.org,,,,,4224,402,1627,29,1092,6,password,True,,,,,,,
2025-03-30T23:13:12.375032,user_e780f126,sess-c3157ba0,view_referral,115.212.201.59,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/53.0.815.0 Safari/533.1",desktop,firefox,android,1920x1080,en-GB,/settings,https://autorka.io,,,,,247,185,542,36,814,4,,,ref-17670053,employment,Metro Food Bank,,,,
2025-03-30T23:13:23.593597,user_24a02017,sess-7f626f78,decline_referral,94.194.248.167,Mozilla/5.0 (Android 4.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,mobile,firefox,windows,1440x900,en-US,/search,https://google.com,,,,,972,136,1996,80,83,7,,,ref-b3949779,legal,Veterans Support Network,,,,
2025-03-30T23:13:35.628838,user_2c20aa3e,sess-9cf46d03,create_referral,110.247.96.181,Opera/9.42.(Windows 98; Win 9x 4.90; the-NP) Presto/2.9.169 Version/11.00,tablet,edge,macos,1366x768,en-GB,/admin,https://communityresources.org,,,,,1379,432,1007,56,923,20,,,ref-e8f863c2,legal,Metro Food Bank,,,,
2025-03-30T23:13:41.838166,user_ce9a03b7,sess-2ee09137,export_data,133.183.96.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8 rv:3.0; raj-IN) AppleWebKit/534.21.4 (KHTML, like Gecko) Version/4.1 Safari/534.21.4",mobile,firefox,android,1920x1080,en-GB,/profile,,,,,,1422,433,116,33,1154,15,,,,,,,,,
2025-03-30T23:16:11.830298,user_923934cc,sess-f8f14947,generate_report,181.199.208.246,Opera/9.64.(Windows NT 5.01; lo-LA) Presto/2.9.172 Version/11.00,tablet,edge,macos,375x812,en-GB,/help,https://autorka.io,utilization,last_quarter,csv,7466.0,1934,460,253,96,1196,7,,,,,,,,,
2025-03-30T23:16:13.589997,user_20db275b,sess-82284bc6,export_data,104.88.203.109,Opera/8.10.(Windows NT 6.0; ms-MY) Presto/2.9.178 Version/12.00,mobile,chrome,linux,375x812,en-US,/referrals,https://communityresources.org,,,,,411,48,142,59,560,19,,,,,,,,,
2025-03-30T23:16:55.563652,user_eb0ea02a,sess-84b4b60e,login,176.183.13.245,Opera/8.43.(Windows NT 5.1; cv-RU) Presto/2.9.166 Version/11.00,mobile,edge,android,1366x768,en-GB,/notifications,https://google.com,,,,,4892,82,642,44,1107,8,2fa,True,,,,,,,
2025-03-30T23:17:31.303628,user_c49542df,sess-6c4e1515,search,65.5.134.219,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; oc-FR) AppleWebKit/535.50.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.50.1",desktop,firefox,windows,1440x900,en-US,/reports,,,,,,1017,249,281,67,29,5,,,,,,childcare resources,33.0,25mi,"['transportation', 'financial']"
2025-03-30T23:17:32.851238,user_9529ff8a,sess-5331af0e,search,134.144.169.155,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/24.0.894.0 Safari/531.0",desktop,firefox,ios,1440x900,es-ES,/reports,https://healthcare.gov,,,,,792,127,1706,45,168,2,,,,,,food assistance,9.0,10mi,"['food', 'financial', 'medical']"
2025-03-30T23:17:35.123199,user_91f15b72,sess-9d69feee,update_profile,111.115.226.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9 rv:3.0; byn-ER) AppleWebKit/533.50.5 (KHTML, like Gecko) Version/5.0 Safari/533.50.5",mobile,edge,macos,375x812,en-GB,/reports,https://autorka.io,,,,,2004,107,1018,96,787,8,,,,,,,,,
2025-03-30T23:21:05.660321,user_0331a9b7,sess-2eaa428c,create_profile,32.98.192.73,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),desktop,edge,linux,1920x1080,es-ES,/profile,https://healthcare.gov,,,,,376,251,1593,88,853,2,,,,,,,,,
2025-03-30T23:21:21.796190,user_642ead40,sess-60cce406,logout,197.8.76.92,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),desktop,safari,linux,1366x768,fr-FR,/notifications,https://healthcare.gov,,,,,3792,488,384,84,979,14,,,,,,,,,
2025-03-30T23:21:28.059842,user_ca9a7635,sess-a6a0a356,update_profile,212.198.4.8,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; af-ZA) AppleWebKit/534.19.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.19.3",desktop,firefox,android,375x812,es-ES,/profile,https://autorka.io,,,,,1263,218,1775,93,7,3,,,,,,,,,
2025-03-30T23:21:30.461851,user_7d2c1aea,sess-d3ae5786,logout,219.218.35.153,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; rv:1.9.4.20) Gecko/2082-11-21 02:07:20.006263 Firefox/11.0,desktop,edge,android,1920x1080,en-US,/dashboard,https://communityresources.org,,,,,4824,264,1994,17,582,9,,,,,,,,,
2025-03-30T23:24:26.768191,user_fae60d1f,sess-5dd7afeb,search,96.69.98.36,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; apn-IN) AppleWebKit/533.33.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.33.3",mobile,safari,ios,1920x1080,es-ES,/search,,,,,,1082,280,980,69,960,16,,,,,,elder care,20.0,5mi,"['financial', 'housing']"
2025-03-30T23:26:25.881721,user_f43b3764,sess-1c210ecc,export_data,147.237.153.224,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ht-HT) AppleWebKit/532.48.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.48.6",mobile,chrome,android,1366x768,es-ES,/dashboard,,,,,,3771,63,445,78,536,4,,,,,,,,,
2025-03-30T23:26:39.064587,user_be4404d2,sess-de7b6841,update_profile,107.216.146.69,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),mobile,chrome,android,1440x900,en-GB,/help,https://healthcare.gov,,,,,2279,161,1584,21,365,18,,,,,,,,,
2025-03-30T23:26:51.657630,user_b9ec5fc4,sess-74f36b3a,send_message,179.179.12.109,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.31.3 (KHTML, like Gecko) Version/4.1 Safari/532.31.3",desktop,chrome,ios,375x812,en-GB,/notifications,,,,,,4900,326,409,33,317,16,,,,,,,,,
2025-03-30T23:27:14.449468,user_f924d516,sess-b4e18ddf,login,165.237.225.33,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hi-IN) AppleWebKit/531.40.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.40.2",desktop,edge,windows,375x812,fr-FR,/help,,,,,,3468,468,786,10,242,0,sso,True,,,,,,,
2025-03-30T23:29:28.613388,user_0d6cbb40,sess-7c9e8c83,decline_referral,189.235.245.175,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/15.6l6738.0 Mobile/57M431 Safari/535.1",tablet,chrome,macos,1920x1080,es-ES,/notifications,https://healthcare.gov,,,,,1707,133,753,28,1130,17,,,ref-ed0610a3,medical,Veterans Support Network,,,,
2025-03-30T23:30:24.669964,user_cb52e62f,sess-f578dc1d,accept_referral,162.96.82.187,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),desktop,chrome,windows,1920x1080,es-ES,/dashboard,https://autorka.io,,,,,2677,173,1905,56,82,8,,,ref-759fc821,employment,Community Housing Alliance,,,,
2025-03-30T23:30:51.252445,user_b38fd449,sess-2117b55a,export_data,52.8.150.188,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hi-IN) AppleWebKit/531.40.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.40.2",mobile,chrome,android,1366x768,es-ES,/reports,,,,,,1149,28,275,28,1182,19,,,,,,,,,
2025-03-30T23:30:53.053240,user_423da1d7,sess-272170fe,create_referral,17.121.80.228,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/21.0.886.0 Mobile/03N244 Safari/534.1",mobile,safari,windows,375x812,en-GB,/search,https://autorka.io,,,,,3650,375,767,98,888,0,,,ref-53297356,housing,Family Crisis Center,,,,
2025-03-30T23:30:56.050000,user_af4e56f7,sess-e453e00f,generate_report,162.251.173.143,Opera/8.34.(X11; Linux i686; mhr-RU) Presto/2.9.177 Version/11.00,desktop,edge,windows,1440x900,fr-FR,/notifications,https://healthcare.gov,referrals,custom,pdf,7626.0,4819,46,1749,66,648,20,,,,,,,,,
2025-03-30T23:31:43.330156,user_9c608ca5,sess-d81f59b4,generate_report,93.124.254.248,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; rv:1.9.4.20) Gecko/2082-11-21 02:07:20.006263 Firefox/11.0,mobile,edge,linux,375x812,fr-FR,/dashboard,https://autorka.io,network,last_month,pdf,2712.0,2492,264,1834,11,527,4,,,,,,,,,
2025-03-30T23:33:04.374857,user_b44b7ab0,sess-14e3898f,update_profile,92.75.146.2,Opera/8.10.(Windows NT 6.0; ms-MY) Presto/2.9.178 Version/12.00,mobile,firefox,windows,1366x768,fr-FR,/admin,https://google.com,,,,,4502,299,138,51,1037,7,,,,,,,,,
2025-03-30T23:33:49.720028,user_f27ecfc2,sess-a9096dbb,create_referral,136.142.141.224,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6289-10-28 04:15:03.202576 Firefox/6.0,desktop,firefox,ios,1366x768,fr-FR,/settings,https://google.com,,,,,2025,282,149,51,382,8,,,ref-75eedea4,legal,Family Crisis Center,,,,
2025-03-30T23:34:29.770081,user_74bcc405,sess-024bf21d,update_profile,90.101.204.235,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/50.0.874.0 Safari/534.0",desktop,firefox,ios,375x812,es-ES,/profile,https://healthcare.gov,,,,,1324,438,185,100,597,10,,,,,,,,,
2025-03-30T23:37:21.994502,user_c6b1fa2c,sess-d4173436,view_referral,219.85.27.144,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.6.20) Gecko/9744-11-05 18:46:30.848511 Firefox/3.8,tablet,firefox,ios,375x812,en-GB,/admin,https://communityresources.org,,,,,4665,245,556,29,368,17,,,ref-5634fbff,legal,Community Housing Alliance,,,,
2025-03-30T23:38:23.768324,user_cbad4b9a,sess-d459e59c,search,172.121.82.53,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3907-12-09 13:31:58.826424 Firefox/5.0,desktop,safari,android,1440x900,fr-FR,/notifications,https://communityresources.org,,,,,2285,262,1958,24,247,15,,,,,,childcare resources,22.0,10mi,['transportation']
2025-03-30T23:38:43.065286,user_5b87c3a2,sess-5425835e,create_profile,12.156.15.134,Opera/8.34.(X11; Linux i686; mhr-RU) Presto/2.9.177 Version/11.00,tablet,firefox,windows,1920x1080,en-GB,/search,https://communityresources.org,,,,,4709,405,345,49,15,15,,,,,,,,,
2025-03-30T23:39:18.958790,user_3cab9636,sess-b474ac49,update_profile,33.216.221.88,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.8a6584.0 Mobile/48J023 Safari/534.1",mobile,chrome,linux,375x812,fr-FR,/profile,https://healthcare.gov,,,,,3789,369,1874,19,950,10,,,,,,,,,
2025-03-30T23:40:54.475358,user_2e12cba2,sess-7f1c1f9a,export_data,50.16.178.229,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; gd-GB) AppleWebKit/531.33.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.33.4",desktop,edge,linux,1920x1080,fr-FR,/reports,https://healthcare.gov,,,,,3639,392,287,52,907,4,,,,,,,,,
2025-03-30T23:41:25.221921,user_a06c815f,sess-299a8764,export_data,102.83.183.211,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.27.7 (KHTML, like Gecko) Version/4.1 Safari/535.27.7",desktop,edge,windows,1440x900,en-GB,/dashboard,,,,,,1483,371,1866,30,756,12,,,,,,,,,
2025-03-30T23:41:26.193837,user_02fd95d0,sess-a25a7896,search,90.137.17.127,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6289-10-28 04:15:03.202576 Firefox/6.0,tablet,safari,windows,375x812,en-GB,/reports,https://google.com,,,,,2306,324,313,29,868,8,,,,,,housing near me,0.0,50mi,"['financial', 'housing', 'medical']"
2025-03-30T23:42:24.886613,user_f073b44f,sess-93929056,export_data,166.142.85.207,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),tablet,edge,windows,1366x768,en-GB,/settings,https://google.com,,,,,3601,237,1596,14,378,14,,,,,,,,,
2025-03-30T23:43:05.432448,user_25a9e48a,sess-3933b5dd,login,124.219.187.164,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),desktop,safari,linux,1440x900,en-US,/dashboard,https://healthcare.gov,,,,,4897,315,303,95,378,6,sso,True,,,,,,,
2025-03-30T23:43:41.258944,user_6336e41a,sess-d8cd6fa3,decline_referral,59.219.66.94,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),desktop,safari,windows,1366x768,es-ES,/dashboard,https://healthcare.gov,,,,,2216,21,982,38,615,12,,,ref-95e79c8b,housing,Community Housing Alliance,,,,
2025-03-30T23:43:47.264602,user_dda29d43,sess-afa39454,login,73.207.137.209,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.6.20) Gecko/9744-11-05 18:46:30.848511 Firefox/3.8,mobile,edge,windows,1440x900,en-US,/settings,https://healthcare.gov,,,,,2970,204,737,49,939,8,password,True,,,,,,,
2025-03-30T23:44:58.334383,user_317b6d4e,sess-fc13479c,decline_referral,14.57.189.108,Opera/9.85.(X11; Linux x86_64; ss-ZA) Presto/2.9.181 Version/12.00,mobile,firefox,ios,1440x900,en-GB,/profile,https://google.com,,,,,564,423,1541,48,642,14,,,ref-8d9fce08,legal,Metro Food Bank,,,,
2025-03-30T23:45:17.135629,user_8616cdcb,sess-4311ae0d,update_profile,212.123.239.60,Mozilla/5.0 (Windows NT 10.0; fur-IT; rv:1.9.0.20) Gecko/5490-03-26 08:49:29.685257 Firefox/3.6.7,mobile,edge,windows,1366x768,en-GB,/referrals,,,,,,1831,141,1227,26,1145,20,,,,,,,,,
2025-03-30T23:46:58.578958,user_112b5ef5,sess-e2731e8f,logout,69.93.132.116,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sw-TZ) AppleWebKit/534.31.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.31.4",tablet,firefox,ios,1366x768,es-ES,/help,https://communityresources.org,,,,,103,411,461,43,1160,12,,,,,,,,,
2025-03-30T23:48:02.190647,user_b06f97ab,sess-ea6b2abe,accept_referral,19.122.252.76,Mozilla/5.0 (Windows NT 6.2; mi-NZ; rv:1.9.0.20) Gecko/4266-07-26 20:24:48.506958 Firefox/3.8,tablet,chrome,android,1920x1080,es-ES,/help,https://communityresources.org,,,,,1515,418,979,45,309,7,,,ref-b2cd0225,employment,Family Crisis Center,,,,
2025-03-30T23:49:00.276453,user_ae2d85b3,sess-f46fafb8,create_referral,209.103.199.210,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),tablet,chrome,linux,1366x768,en-US,/referrals,https://communityresources.org,,,,,1656,185,1946,18,685,5,,,ref-4ce3443e,medical,Veterans Support Network,,,,
2025-03-30T23:50:20.299794,user_d0708a02,sess-4ce17111,export_data,23.185.63.199,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.845.0 Safari/532.2",mobile,safari,macos,1366x768,en-US,/profile,https://communityresources.org,,,,,4876,483,1555,28,1122,2,,,,,,,,,
2025-03-30T23:51:20.178302,user_53d88dd6,sess-4e9450e1,create_profile,12.160.79.11,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),tablet,safari,linux,375x812,es-ES,/admin,https://healthcare.gov,,,,,1428,92,1579,90,954,15,,,,,,,,,
2025-03-30T23:52:08.446353,user_197f3498,sess-e08feeb0,generate_report,103.120.187.10,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4; rv:1.9.4.20) Gecko/2082-11-21 02:07:20.006263 Firefox/11.0,tablet,chrome,ios,375x812,fr-FR,/profile,,referrals,custom,csv,11421.0,4439,228,380,99,834,1,,,,,,,,,
2025-03-30T23:52:33.080132,user_4f55d994,sess-00848749,login,130.207.99.194,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),mobile,safari,android,1366x768,fr-FR,/notifications,https://healthcare.gov,,,,,4575,94,1875,84,227,17,sso,False,,,,,,,
2025-03-30T23:53:13.444267,user_ae1d325b,sess-d7df9bf5,search,186.250.251.247,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),tablet,firefox,android,1920x1080,en-GB,/admin,https://autorka.io,,,,,4278,423,404,89,906,0,,,,,,food assistance,46.0,5mi,['housing']
2025-03-30T23:53:16.197225,user_ac4fe9d9,sess-29168e0a,view_referral,202.88.106.133,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),tablet,safari,android,1366x768,fr-FR,/search,https://google.com,,,,,1683,126,513,55,278,3,,,ref-55619014,housing,Metro Food Bank,,,,
2025-03-30T23:55:11.300862,user_7b89cf10,sess-3902fc37,search,80.70.243.86,Mozilla/5.0 (Windows NT 11.0; ka-GE; rv:1.9.0.20) Gecko/3724-01-12 09:45:42.744553 Firefox/6.0,desktop,firefox,macos,1366x768,fr-FR,/help,,,,,,366,209,1729,49,584,16,,,,,,food assistance,23.0,25mi,"['medical', 'housing']"
2025-03-30T23:55:35.608974,user_9756e2d5,sess-b8a72b4f,logout,213.21.133.156,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),tablet,chrome,ios,1366x768,en-GB,/settings,https://google.com,,,,,878,175,1867,74,820,8,,,,,,,,,
2025-03-30T23:57:53.321382,user_09e812fc,sess-33a96b21,create_profile,175.229.97.74,Opera/8.60.(Windows NT 6.2; or-IN) Presto/2.9.181 Version/11.00,tablet,edge,windows,1920x1080,fr-FR,/settings,https://healthcare.gov,,,,,4966,327,934,82,1019,7,,,,,,,,,
2025-03-30T23:58:20.546795,user_ea33ad9b,sess-ee48f9ce,login,103.129.108.154,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.5.6 (KHTML, like Gecko) Version/5.0.5 Safari/534.5.6",tablet,edge,windows,1366x768,fr-FR,/profile,https://autorka.io,,,,,4784,267,1681,45,1056,5,password,True,,,,,,,
2025-03-30T23:58:38.107054,user_7bb39eb4,sess-3dc35f16,login,45.205.19.79,Mozilla/5.0 (Windows NT 11.0; li-NL; rv:1.9.1.20) Gecko/4163-01-27 14:18:40.692291 Firefox/3.8,mobile,safari,android,1366x768,es-ES,/dashboard,https://healthcare.gov,,,,,2575,290,754,32,305,18,2fa,True,,,,,,,
2025-03-31T00:00:30.072926,user_dc1ddcf7,sess-22d1ad2c,search,59.163.190.176,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4 rv:6.0; bs-BA) AppleWebKit/532.49.1 (KHTML, like Gecko) Version/5.1 Safari/532.49.1",desktop,edge,windows,1440x900,es-ES,/referrals,https://healthcare.gov,,,,,1430,179,1558,34,940,4,,,,,,housing near me,14.0,25mi,"['financial', 'food']"
2025-03-31T00:00:43.839232,user_bab86a47,sess-f9f104f0,login,24.14.34.54,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),mobile,edge,ios,1366x768,es-ES,/notifications,https://google.com,,,,,111,292,1033,96,283,19,sso,True,,,,,,,
2025-03-31T00:02:06.493613,user_c74f2f6a,sess-fd0f895f,logout,160.220.79.202,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/17.2h4720.0 Mobile/62E315 Safari/535.1",mobile,edge,windows,1366x768,es-ES,/dashboard,https://autorka.io,,,,,3991,233,1653,31,1075,1,,,,,,,,,
2025-03-31T00:05:22.455937,user_49389cf7,sess-0bd31ec9,view_referral,42.164.61.229,Mozilla/5.0 (Windows NT 10.0; fur-IT; rv:1.9.0.20) Gecko/5490-03-26 08:49:29.685257 Firefox/3.6.7,desktop,firefox,ios,1920x1080,en-GB,/dashboard,https://google.com,,,,,3692,414,1743,99,535,3,,,ref-d9625e39,employment,Veterans Support Network,,,,
2025-03-31T00:06:43.121642,user_ac99c522,sess-1ec77016,export_data,2.129.216.61,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),tablet,safari,windows,375x812,en-US,/settings,https://communityresources.org,,,,,2029,267,136,81,1090,14,,,,,,,,,
2025-03-31T00:07:10.685897,user_1787d9ac,sess-03b33e43,search,99.115.145.27,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),mobile,edge,ios,1920x1080,fr-FR,/profile,https://autorka.io,,,,,3088,98,218,24,589,12,,,,,,food assistance,10.0,50mi,['financial']
2025-03-31T00:07:15.577148,user_70b56d22,sess-5387b51b,export_data,3.223.192.13,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9; rv:1.9.6.20) Gecko/9744-11-05 18:46:30.848511 Firefox/3.8,desktop,chrome,android,1920x1080,en-GB,/help,,,,,,4022,400,986,82,171,5,,,,,,,,,
2025-03-31T00:12:51.461942,user_dc0c5489,sess-f50bc988,export_data,70.21.42.11,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),mobile,edge,linux,375x812,es-ES,/reports,https://autorka.io,,,,,364,161,1290,11,926,18,,,,,,,,,
2025-03-31T00:15:09.046771,user_da70a146,sess-097e3022,search,145.160.93.171,Opera/9.64.(Windows NT 5.01; lo-LA) Presto/2.9.172 Version/11.00,tablet,safari,ios,375x812,en-US,/profile,,,,,,4888,389,1908,40,666,16,,,,,,housing near me,25.0,10mi,['transportation']
2025-03-31T00:15:36.104493,user_d02d939e,sess-c09705b1,view_referral,157.101.42.138,Opera/9.85.(X11; Linux x86_64; ss-ZA) Presto/2.9.181 Version/12.00,desktop,edge,macos,1440x900,es-ES,/search,https://healthcare.gov,,,,,4912,188,750,76,76,12,,,ref-483f1060,food,Metro Food Bank,,,,
2025-03-31T00:16:09.987603,user_eaf88bba,sess-c8131926,login,217.44.126.44,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),mobile,safari,linux,1920x1080,fr-FR,/settings,https://healthcare.gov,,,,,360,153,345,89,101,12,sso,True,,,,,,,
2025-03-31T00:20:15.903034,user_5c615f85,sess-6436fd87,generate_report,222.29.156.167,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/31.0.880.0 Safari/531.2",desktop,safari,ios,375x812,es-ES,/referrals,,outcomes,last_month,pdf,7794.0,3871,319,417,50,502,13,,,,,,,,,
2025-03-31T00:20:57.620748,user_bfa50370,sess-5d2ad216,logout,39.215.84.77,Opera/8.34.(X11; Linux i686; mhr-RU) Presto/2.9.177 Version/11.00,desktop,chrome,ios,1920x1080,es-ES,/help,https://google.com,,,,,4805,431,952,42,929,3,,,,,,,,,
2025-03-31T00:21:46.809100,user_18ac367f,sess-66bf64cd,update_profile,85.201.99.173,Opera/9.28.(X11; Linux x86_64; ig-NG) Presto/2.9.178 Version/12.00,tablet,safari,linux,1366x768,es-ES,/notifications,https://google.com,,,,,2942,246,826,53,606,4,,,,,,,,,
2025-03-31T00:22:45.638933,user_b600560f,sess-b75186d6,search,104.6.183.110,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/56.0.806.0 Mobile/17Y326 Safari/536.0",mobile,firefox,macos,1440x900,fr-FR,/dashboard,https://healthcare.gov,,,,,1161,452,998,41,873,4,,,,,,housing near me,14.0,25mi,"['food', 'medical']"
2025-03-31T00:23:21.626231,user_434877ec,sess-e4d3e4bb,accept_referral,190.82.244.195,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/52.0.816.0 Safari/532.2",tablet,chrome,windows,1366x768,en-US,/reports,https://google.com,,,,,2840,237,1691,56,350,4,,,ref-84b81730,housing,Community Housing Alliance,,,,
2025-03-31T00:23:35.734099,user_b90edef1,sess-ee9d8772,export_data,150.85.43.62,Opera/9.42.(Windows 98; Win 9x 4.90; the-NP) Presto/2.9.169 Version/11.00,mobile,safari,macos,1366x768,fr-FR,/notifications,,,,,,4113,318,1125,84,34,5,,,,,,,,,
2025-03-31T00:24:51.138676,user_27395e5e,sess-22d818c2,decline_referral,72.89.129.246,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/55.0.825.0 Safari/534.0",desktop,firefox,linux,1440x900,en-US,/profile,https://autorka.io,,,,,2309,324,1854,55,780,6,,,ref-9dd5effe,housing,County Health Services,,,,
2025-03-31T00:26:20.628488,user_35babe6f,sess-d05f64cc,send_message,153.195.49.211,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; oc-FR) AppleWebKit/535.50.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.50.1",mobile,safari,android,375x812,en-GB,/referrals,,,,,,3747,150,1458,98,709,13,,,,,,,,,
2025-03-31T00:28:45.765080,user_2303ad1b,sess-022cf6b3,decline_referral,193.204.252.21,Mozilla/5.0 (Windows NT 6.2; sk-SK; rv:1.9.2.20) Gecko/2676-06-04 02:37:09.879135 Firefox/9.0,mobile,firefox,macos,375x812,en-GB,/dashboard,https://autorka.io,,,,,3281,124,1960,51,131,14,,,ref-2a2c6dd0,employment,Family Crisis Center,,,,
2025-03-31T00:29:03.244344,user_64e4bc98,sess-fe13ef55,accept_referral,64.195.2.52,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/53.0.815.0 Safari/533.1",tablet,chrome,linux,375x812,en-US,/help,https://autorka.io,,,,,3800,108,1263,73,1007,8,,,ref-44da4998,housing,Metro Food Bank,,,,
2025-03-31T00:30:26.454565,user_7326cf11,sess-7336a8c9,accept_referral,74.207.146.47,Mozilla/5.0 (Windows NT 11.0; li-NL; rv:1.9.1.20) Gecko/4163-01-27 14:18:40.692291 Firefox/3.8,desktop,chrome,windows,1366x768,en-US,/settings,,,,,,4563,485,811,100,911,10,,,ref-78752d7e,employment,Metro Food Bank,,,,
